prompt_id,query,response,domain,is_hallucination,hallucination_type,risk_level,consistency_score,has_numeric_claim,has_named_entity,asks_about_person,asks_for_list,asks_specific_count,query_length,response_length,query_word_count,query_char_count,has_question_mark,question_type,demands_numeric,has_temporal_ref,demands_specificity,domain_academic,domain_finance,domain_medical,specificity_demand_score,length_bin,specificity_bin,semantic_consistency,semantic_consistency_min,semantic_consistency_std,lexical_overlap,numeric_variance,numeric_agreement,length_cv,composite_consistency,predicted_risk
91,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.943,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,0.8935654010748099,0.8226090017913498,0.08690348611483166,0.5454545454545454,0.0,1.0,0.17923095678901302,0.8306708781630305,0.0
92,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.939,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,56.0,1.0,0.0,1.0,0.0
93,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.955,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.9536118445988777,0.8840296114971941,0.05681365542084068,0.5,0.0,1.0,0.14285714285714285,0.8528733092681227,0.0
94,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.938,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.8032978274580053,0.5540431204371475,0.147236012023455,0.631578947368421,0.0,1.0,0.12108052620946315,0.8234188152149937,0.0
95,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.96,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.7131723908142938,0.38553689184663903,0.2066981230489283,0.5,0.0,1.0,0.16764995936694896,0.7517389644523278,0.5568296795952787
96,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.958,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.7431503163377099,0.4387719334857016,0.1873853889774253,0.35714285714285715,0.0,1.0,0.23561615911030664,0.7215654661415941,0.0
97,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.966,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
98,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.998,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.8759576774945572,0.6898941937363926,0.15192019832404285,0.7647058823529411,0.0,1.0,0.11594202898550723,0.8801358416713098,0.0
99,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.991,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
100,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.997,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
101,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.949,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.823533924678283,0.5588348116957077,0.21612592072487466,0.6923076923076923,0.0,1.0,0.16326530612244897,0.8352220471083619,0.5568296795952787
102,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.975,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.8909081244200318,0.8181802073667197,0.0890731434180369,0.6666666666666666,0.0,1.0,0.1360827634879543,0.8624800304037551,0.5568296795952787
103,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.959,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.8290552138910451,0.7150920231517414,0.13957583338538346,0.5555555555555556,0.0,1.0,0.2041241452319315,0.8019083676211428,0.0
104,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.927,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.8916652414571589,0.7291631036428967,0.13268243991879114,0.5,0.0,1.0,0.18181818181818182,0.8203024602192273,0.0
105,What is the chemical formula for water?,The chemical formula for water is H2O.,science,False,none,low,0.98,True,True,0,0,False,7,7,7,39,1,definition,0,0,0,0,0,0,0,short,low,0.713172390814294,0.38553689184663903,0.2066981230489283,0.42857142857142855,0.0,1.0,0.20756661635907966,0.7294699187681875,0.0
106,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.967,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.8916652414571589,0.7291631036428967,0.13268243991879114,0.5,0.0,1.0,0.18181818181818182,0.8203024602192273,0.0
107,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.94,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,0.713172390814294,0.38553689184663903,0.2066981230489283,0.42857142857142855,0.0,1.0,0.20756661635907966,0.7294699187681875,0.0
108,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.982,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.9148093884521451,0.8580156474202416,0.06955784305596584,0.8,0.0,1.0,0.10349956659647232,0.9052238420615637,0.0
109,What is the chemical formula for water?,The chemical formula for water is H2O.,science,False,none,low,0.994,True,True,0,0,False,7,7,7,39,1,definition,0,0,0,0,0,0,0,short,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
110,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.977,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,0.7023619867167186,0.42651853863257677,0.19630968336722532,0.42857142857142855,0.0,1.0,0.18592445034090568,0.7294741903327921,0.0
111,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.987,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
112,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.926,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,0.9204182109765575,0.8673636849609291,0.06497825864175259,0.5454545454545454,0.0,1.0,0.1670106642806712,0.8438560606253978,0.0
113,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.935,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.9148093884521451,0.8580156474202416,0.06955784305596584,0.8,0.0,1.0,0.10349956659647232,0.9052238420615637,0.0
114,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.949,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.8493585955282683,0.6495091550523407,0.1150653392853428,0.5263157894736842,56.0,1.0,0.12108052620946315,0.8207904908641517,0.0
115,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.93,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.9037608663558199,0.7594021658895491,0.11786838535787973,0.7333333333333333,56.0,1.0,0.11594202898550723,0.8849826074118933,0.0
116,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.936,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,0.8235339246782832,0.5588348116957078,0.21612592072487458,0.6363636363636364,0.0,1.0,0.20512820512820518,0.8156606561183996,0.0
117,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.985,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.8783421493288481,0.7972369155480802,0.09933321911601145,0.5,0.0,1.0,0.2041241452319315,0.8105120306851529,0.0
118,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.929,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
119,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.957,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.9390560101964507,0.8984266836607512,0.049760559302692305,0.6666666666666666,56.0,1.0,0.1034995665964723,0.888255824092619,0.0
120,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.935,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408604,0.17806072600875356,0.5555555555555556,0.0,1.0,0.18181818181818182,0.8165930851540124,0.0
121,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.928,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
122,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.975,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
123,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.991,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.9421160403415595,0.855290100853898,0.0708930827275131,0.6666666666666666,56.0,1.0,0.08823529411764706,0.8925326906464277,0.0
124,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.982,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.7431503163377099,0.4387719334857016,0.1873853889774253,0.35714285714285715,0.0,1.0,0.23561615911030664,0.7215654661415941,0.0
125,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.966,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,0.7131723908142941,0.38553689184663903,0.2066981230489283,0.42857142857142855,0.0,1.0,0.20756661635907966,0.7294699187681875,0.0
126,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.935,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408603,0.17806072600875364,0.6363636363636364,0.0,1.0,0.20512820512820515,0.8280926966536241,0.0
127,What is the chemical formula for water?,The chemical formula for water is H2O.,science,False,none,low,0.931,True,True,0,0,False,7,7,7,39,1,definition,0,0,0,0,0,0,0,short,low,0.713172390814294,0.38553689184663903,0.2066981230489283,0.42857142857142855,0.0,1.0,0.20756661635907966,0.7294699187681875,0.0
128,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.999,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408604,0.17806072600875356,0.5555555555555556,0.0,1.0,0.18181818181818182,0.8165930851540124,0.0
129,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.959,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,0.875957677494557,0.6898941937363925,0.1519201983240428,0.6,0.0,1.0,0.15789473684210525,0.8388041236294018,0.0
130,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.967,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.6742568843784629,0.32083992439256714,0.23117486498592976,0.38461538461538464,0.0,1.0,0.23561615911030664,0.6995025988524007,0.0
131,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.982,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.8783421493288481,0.7972369155480802,0.09933321911601145,0.5,0.0,1.0,0.2041241452319315,0.8105120306851529,0.0
132,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.99,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.9421160403415595,0.855290100853898,0.0708930827275131,0.6666666666666666,56.0,1.0,0.08823529411764706,0.8925326906464277,0.0
133,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.973,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408604,0.17806072600875356,0.5555555555555556,0.0,1.0,0.18181818181818182,0.8165930851540124,0.0
134,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.925,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408603,0.17806072600875364,0.6363636363636364,0.0,1.0,0.20512820512820518,0.8280926966536241,0.0
135,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.974,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,0.875957677494557,0.6898941937363925,0.1519201983240428,0.6,0.0,1.0,0.15789473684210525,0.8388041236294018,0.0
136,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.958,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.8579369749765926,0.7632282916276542,0.11599397420786221,0.6666666666666666,0.0,1.0,0.14408763192842225,0.8476905969382861,0.5568296795952787
137,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.944,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408603,0.17806072600875364,0.6363636363636364,0.0,1.0,0.20512820512820518,0.8280926966536241,0.0
138,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.971,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
139,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.922,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.875957677494557,0.6898941937363925,0.15192019832404283,0.6666666666666666,0.0,1.0,0.125,0.8587164043311561,0.5568296795952787
140,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.923,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
141,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.98,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.9079884121901826,0.8466473536503037,0.07512714685244755,0.5,0.0,1.0,0.18842228790639834,0.8255109072947935,0.0
142,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.96,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.7431503163377099,0.4387719334857016,0.18738538897742532,0.35714285714285715,0.0,1.0,0.23561615911030664,0.7215654661415941,0.0
143,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.976,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.9212336763911637,0.8030841909779091,0.09646865087829269,0.8,0.0,1.0,0.08823529411764706,0.9108464117329362,0.0
144,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.977,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.801616496569264,0.50404124142316,0.24296917839548976,0.6,0.0,1.0,0.23529411764705885,0.7935877750982939,0.0
145,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.997,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.955982092662515,0.9266368211041915,0.03594047084065005,0.6666666666666666,56.0,1.0,0.09930363822093964,0.8958654427541514,0.0
146,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.951,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,0.713172390814294,0.38553689184663903,0.2066981230489283,0.42857142857142855,0.0,1.0,0.20756661635907966,0.7294699187681875,0.0
147,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.96,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.801616496569264,0.50404124142316,0.24296917839548976,0.6,0.0,1.0,0.23529411764705885,0.7935877750982939,0.0
148,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.996,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
149,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.978,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.9212336763911637,0.8030841909779091,0.09646865087829269,0.8,0.0,1.0,0.08823529411764706,0.9108464117329362,0.0
150,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.927,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.7431503163377099,0.4387719334857016,0.1873853889774253,0.35714285714285715,0.0,1.0,0.23561615911030664,0.7215654661415941,0.0
151,What is the chemical formula for water?,The chemical formula for water is H2O.,science,False,none,low,0.981,True,True,0,0,False,7,7,7,39,1,definition,0,0,0,0,0,0,0,short,low,0.875957677494557,0.6898941937363925,0.1519201983240428,0.6,0.0,1.0,0.15789473684210525,0.8388041236294018,0.0
152,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.988,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.8759576774945572,0.6898941937363926,0.15192019832404285,0.7647058823529411,0.0,1.0,0.11594202898550723,0.8801358416713098,0.0
153,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.961,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,0.9037608663558195,0.7594021658895489,0.11786838535787984,0.5454545454545454,0.0,1.0,0.15789473684210525,0.8390163082648158,0.0
154,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.921,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.7351912607695408,0.47973516643064146,0.1793812142005934,0.35714285714285715,0.0,1.0,0.2091650066335189,0.723672074409684,0.0
155,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.981,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
156,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.946,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,0.9037608663558195,0.7594021658895489,0.11786838535787983,0.5454545454545454,0.0,1.0,0.15789473684210525,0.8390163082648158,0.0
157,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.939,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.955982092662515,0.9266368211041915,0.03594047084065005,0.6666666666666666,56.0,1.0,0.09930363822093964,0.8958654427541514,0.0
158,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.981,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.9212336763911637,0.8030841909779091,0.09646865087829269,0.8,0.0,1.0,0.08823529411764706,0.9108464117329362,0.0
159,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.942,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
160,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.971,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5568296795952787
161,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.949,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
162,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.949,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
163,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.957,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.713172390814294,0.38553689184663903,0.2066981230489283,0.5,0.0,1.0,0.16764995936694896,0.7517389644523278,0.5568296795952787
164,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.993,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.9212336763911637,0.8030841909779091,0.09646865087829269,0.8,0.0,1.0,0.08823529411764706,0.9108464117329362,0.0
165,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.933,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.823533924678283,0.5588348116957077,0.21612592072487466,0.6923076923076923,0.0,1.0,0.16326530612244897,0.8352220471083619,0.5568296795952787
166,Who wrote Romeo and Juliet?,William Shakespeare wrote Romeo and Juliet.,literature,False,none,low,0.974,False,True,1,0,False,5,6,5,27,1,person,0,0,0,0,0,0,0,short,low,0.7351912607695408,0.47973516643064146,0.17938121420059341,0.35714285714285715,0.0,1.0,0.2091650066335189,0.723672074409684,0.0
167,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.985,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.9212336763911637,0.8030841909779091,0.09646865087829269,0.8,0.0,1.0,0.08823529411764706,0.9108464117329362,0.0
168,What language is spoken in Brazil?,Portuguese is the official language of Brazil.,geography,False,none,low,0.997,False,True,0,0,False,6,7,6,34,1,other,0,0,0,0,0,0,0,short,low,0.8579369749765926,0.7632282916276542,0.11599397420786221,0.6,0.0,1.0,0.17923095678901305,0.8273285986328345,0.0
169,What is the chemical formula for water?,The chemical formula for water is H2O.,science,False,none,low,0.953,True,True,0,0,False,7,7,7,39,1,definition,0,0,0,0,0,0,0,short,low,0.8579369749765926,0.7632282916276542,0.11599397420786221,0.6,0.0,1.0,0.17923095678901302,0.8273285986328345,0.0
170,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.946,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.713172390814294,0.38553689184663903,0.2066981230489283,0.5,0.0,1.0,0.16764995936694896,0.7517389644523278,0.5568296795952787
171,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.999,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5568296795952787
172,Who painted the Mona Lisa?,Leonardo da Vinci painted the Mona Lisa.,art,False,none,low,0.959,False,True,1,0,False,5,7,5,26,1,person,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,0.0,1.0,0.0,1.0,0.0
173,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.982,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.9148093884521451,0.8580156474202416,0.06955784305596582,0.8,0.0,1.0,0.1034995665964723,0.9052238420615637,0.0
174,What is photosynthesis?,Photosynthesis is the process by which plants convert sunlight into energy using chlorophyll.,science,False,none,low,0.948,False,True,0,0,False,3,13,3,23,1,definition,0,0,0,0,0,0,0,short,low,0.8032978274580053,0.5540431204371475,0.147236012023455,0.631578947368421,0.0,1.0,0.12108052620946315,0.8234188152149937,0.0
175,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.986,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,0.682853104866798,0.4422604322485714,0.1800059177835121,0.5,0.0,1.0,0.16366341767699433,0.7404085584113204,0.5568296795952787
176,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.945,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408604,0.17806072600875356,0.5555555555555556,0.0,1.0,0.18181818181818182,0.8165930851540124,0.0
177,What is the chemical formula for water?,The chemical formula for water is H2O.,science,False,none,low,0.969,True,True,0,0,False,7,7,7,39,1,definition,0,0,0,0,0,0,0,short,low,0.875957677494557,0.6898941937363925,0.1519201983240428,0.6,0.0,1.0,0.15789473684210525,0.8388041236294018,0.0
178,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.925,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,1.0000000000000002,1.0000000000000002,0.0,1.0,56.0,1.0,0.0,1.0,0.0
179,What is the boiling point of water?,Water boils at 100 degrees Celsius or 212 degrees Fahrenheit at standard pressure.,science,False,none,low,0.989,True,True,0,0,False,7,13,7,35,1,definition,0,0,0,0,0,0,0,short,low,0.8493585955282684,0.6495091550523407,0.1150653392853428,0.5263157894736842,56.0,1.0,0.12108052620946315,0.8207904908641517,0.0
180,What is the capital of France?,The capital of France is Paris.,geography,False,none,low,0.973,False,True,0,0,False,6,6,6,30,1,definition,0,0,0,0,0,0,0,short,low,0.8546140260163442,0.6365350650408604,0.17806072600875356,0.5555555555555556,0.0,1.0,0.18181818181818182,0.8165930851540124,0.0
181,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,science,False,none,low,0.991,False,True,0,0,False,9,9,9,47,1,definition,0,0,0,0,0,0,0,medium,low,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5568296795952787
182,What is the chemical formula for water?,The chemical formula for water is H2O.,science,False,none,low,0.926,True,True,0,0,False,7,7,7,39,1,definition,0,0,0,0,0,0,0,short,low,0.8235339246782832,0.5588348116957078,0.21612592072487458,0.6363636363636364,0.0,1.0,0.20512820512820518,0.8156606561183996,0.0
